Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Caesalpiniaceae,Cynometra,Cynometra retusa,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Clusiaceae,Calophyllum,Calophyllum brasiliense,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Brosimum,Brosimum alicastrum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper auritum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper hispidum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Staphyleaceae,Turpinia,Turpinia pinnata,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Solanaceae,Solanum,,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Araliaceae,Dendropanax,Dendropanax arboreus,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Bombacaceae,Quararibea,Quararibea funebris,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Araceae,Anthurium,,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Chrysobalanaceae,Licania,,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Elaeocarpaceae,Muntingia,Muntingia calabura,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Pseudolmedia,Pseudolmedia oxyphyllaria,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper amalago,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper sanctum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Clusiaceae,Rheedia,Rheedia edulis,
C to find paper and check interactions,,,,,Primary  ,307,"Villa-R., B. & M. Villa Cornejo. 1969",,,Argentina,,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Musaceae,Musa,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Bignoniaceae,Kigelia,Kigelia aethiopica,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Gentianaceae,Symbolanthus,Symbolanthus latifolius,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Marcgraviaceae,Marcgravia,Marcgravia rectiflora,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Marcgraviaceae,Marcgravia,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Solanaceae,Trianaea,Trianaea nobilis,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Solanaceae,Trianaea,Trianaea speciosa,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Solanaceae,Trianaea,Trianaea spectabilis,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gesneriaceae,Capanea,Capanea grandiflora,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Polemoniaceae,Cobaea,Cobaea scandens,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Polemoniaceae,Cobaea,Cobaea trianae,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Melastomataceae,Tibouchina,Tibouchina grossa,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Fabaceae,Mucuna,Mucuna mutisiana,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Malvaceae,Ochroma,Ochroma lagopus,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Cucurbitaceae,Cayaponia,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Capparaceae,Cleome,Cleome anomala,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gentianaceae,Macrocarpaea,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Myrtaceae,Eugenia,Eugenia jambos,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Cucurbitaceae,Calycophysum,Calycophysum pedunculatum,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Bignoniaceae,Crescentia,Crescentia cujete,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Bignoniaceae,Enallagma,Enallagma latifolia,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gentianaceae,Chelonanthus,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gentianaceae,Chelonanthus,Chelonanthus alatus,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gentianaceae,Macrocarpaea,Macrocarpaea marcophylla,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Mimosaceae,Calliandra,Calliandra anomala,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Campanulaceae,Burmeistera,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Campanulaceae,Centropogon,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Campanulaceae,Siphocampylus,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Sterculiaceae,Helicteres,Helicteres rekoi,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Scrophulariaceae,Eremogeton,Eremogeton grandiflorus,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Marcgraviaceae,Marcgravia,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Amaryllidaceae,Hippeastrum,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Amaryllidaceae,Eustephia,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plant,,,Rubiaceae,Hillia,,
C to check interactions,,,,,Primary  ,309,"Vogel, S., A. V. Lopes & I. C. Machado. 2005",,,Brazil,,,,,,Pollination,,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla mordax,Plant,,,Mimosaceae,Mimosa,Mimosa lewisii,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,-9.116667,-37.016667,800,1000,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Acanthaceae,Harpochilus,Harpochilus neesianus,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,,,,,Pollination,,Chiroptera,,,,Plant,,,Acanthaceae,Ruellia,Ruellia exostemma,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,,,,,Pollination,,Chiroptera,,,,Plant,,,Acanthaceae,Ruellia,Ruellia eurycodon,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,,,,,Pollination,,Chiroptera,,,,Plant,,,Acanthaceae,Ruellia,Ruellia malaca,
C to check interactions,,,,,Primary  ,314,"von Helversen, D. & O. von Helversen. 1999",,,Costa Rica,Forest,9.84597,-83.60041,222,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga commissarisi,Plant,,,Fabaceae,Mucuna,Mucuna holtonii,
C to check interactions,,,,,Primary  ,313,"von Helversen, O. & C. C. Voigt. 2002",,,Costa Rica,Forest,10.833333,-85.616667,100,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Sterculiaceae,Helicteres,Helicteres baruensis,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,10.399351,-67.61879,450,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Capparaceae,Capparis,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Lemaireocereus,Lemaireocereus griseus,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Cactaceae,Lemaireocereus,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Capparaceae,Capparis,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Capparaceae,Capparis,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Cactaceae,Lemaireocereus,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Myrtaceae,Eugenia,Eugenia jambos,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Bromeliaceae,Vriesea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Musaceae,Musa,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Bromeliaceae,Vriesea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Malvaceae,Pseudobombax,Pseudobombax septenatum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Malvaceae,Ochroma,Ochroma lagopus,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Malvaceae,Ochroma,Ochroma lagopus,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Capparaceae,Capparis,Capparis hastata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plant,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Rubiaceae,Condaminea,Condaminea corymbosa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Lichonycteris,Lichonycteris obscura,Plant,,,Solanaceae,Markea,Markea neurantha,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga commissarisi,Plant,,,Fabaceae,Mucuna,Mucuna holtonii,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Bromeliaceae,Vriesea,Vriesea gladioliflora,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Capparaceae,Capparis,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Polemoniaceae,Cobaea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Solanaceae,Nicotiana,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Gentianaceae,Macrocarpaea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plant,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plant,,,Malvaceae,Ochroma,Ochroma lagopus,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plant,,,Fabaceae,Hymenaea,Hymenaea courbaril,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gesneriaceae,Paliavana,Paliavana prasinata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Cucurbitaceae,Edmondia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gentianaceae,Macrocarpaea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Capparaceae,Cleome,Cleome moritziana,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Fabaceae,Erythrina,Erythrina glauca,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Bromeliaceae,Vriesea,Vriesea gladioliflora,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Polemoniaceae,Cobaea,Cobaea scandens,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Fabaceae,Mucuna,Mucuna holtonii,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Malvaceae,Pseudobombax,Pseudobombax septenatum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Malvaceae,Bombacopsis,Bombacopsis quinata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Fabaceae,Bauhinia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Capparaceae,Capparis,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Mimosaceae,Calliandra,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Campanulaceae,Centropogon,Centropogon smithi,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Fabaceae,Mucuna,Mucuna urens,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Fabaceae,Eperua,Eperua leucantha,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Chrysobalanaceae,Couepia,Couepia longipendula,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Solanaceae,Markea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Malvaceae,Wercklea,Wercklea lutea,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Malvaceae,Abutilon,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Malvaceae,Pseudobombax,Pseudobombax ellipticum,
C to find paper and check interactions,"""Sazima, I., S. Vogel & M. Sazima. 1989"" reported a secondary interaction from personal communication with von Helversen. Check bat species.",,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Bromeliaceae,Vriesea,Vriesea platynema,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Asteraceae,Cirsium,Cirsium subcoriaceum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Melastomataceae,Purpurella,Purpurella grossa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Gentianaceae,Irlbachia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Campanulaceae,Centropogon,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Tiliaceae,Luehea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,,Plant,,,Fabaceae,Hymenaea,Hymenaea courbaril,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Fabaceae,Bauhinia,Bauhinia pauletia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Fabaceae,Bauhinia,Bauhinia rufa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Lythraceae,Lafoensia,Lafoensia pacari,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,,Plant,,,Mimosaceae,Parkia,Parkia auriculata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Musaceae,Musa,Musa paradisiaca,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plant,,,Lythraceae,Lafoensia,Lafoensia pacari,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plant,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Fabaceae,Bauhinia,Bauhinia pauletia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Fabaceae,Bauhinia,Bauhinia rufa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Fabaceae,Bauhinia,Bauhinia ungulata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,,Plant,,,Bignoniaceae,Kigelia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plant,,,Lythraceae,Lafoensia,Lafoensia pacari,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plant,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plant,,,Euphorbiaceae,Mabea,Mabea occidentalis,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Euphorbiaceae,Mabea,Mabea occidentalis,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plant,,,Euphorbiaceae,Mabea,Mabea occidentalis,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Amaryllidaceae,Hippeastrum,Hippeastrum calyptratum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plant,,,Mimosaceae,Parkia,Parkia auriculata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plant,,,Fabaceae,Bauhinia,Bauhinia ungulata,
